,FORMULA,T (K),Cp (J/molK)
106,Be1F2,800.0,74.14
4166,O2Pb1,298.0,61.17
3023,I4Si1,300.0,108.198
4124,O2.72W1,1600.0,103.261
1849,Cr1N1,1200.0,54.392
464,Al1Cl4Na1,300.0,154.808
2088,H2O4W1,900.0,182.422
1072,Br1Na1,400.0,53.451
54,Al2Be1O4,1700.0,191.56
2870,Al2Mg1O4,1600.0,202.238
2802,Na2S2,700.0,121.018
3709,Li2O4S1,300.0,118.026
1751,Be3N2,2800.0,129.67700000000002
1529,F1Na1,2400.0,71.128
1835,Cu1F1,298.0,51.882
1386,Al1Li1O2,500.0,88.40799999999999
3330,O4V2,1500.0,171.429
4536,W1,1700.0,30.807
3913,Na2S1,1900.0,133.888
3581,Cu1,1358.0,33.353
3929,Na2S1,600.0,87.236
4139,O2.96W1,2900.0,124.6
948,Cu1F2,800.0,87.027
4315,O4S1Zn1,1000.0,142.005
1206,F2Hg1,1100.0,91.63
3640,I1K1,298.0,52.777
750,Ba1I2,1700.0,112.968
1450,Cl1Li1O4,1100.0,180.972
2524,Mg2O4Ti1,298.0,128.57399999999998
739,Ba1I2,298.0,77.488
1033,Co1O4S1,500.0,131.545
303,Be2O4Si1,1100.0,176.356
144,Br2Ca1,400.0,77.99
441,B2Be3O6,1800.0,311.206
3388,Ca1Cl2,700.0,79.37
2523,Mg2O4Ti1,300.0,129.026
2113,Ca1S1,1300.0,55.391000000000005
977,Al2O3,900.0,122.662
1011,B1N1,800.0,40.459
2248,H1K1,400.0,44.141000000000005
729,Ba1F2,1200.0,130.541
3157,Nb1,350.0,25.088
3879,N5P3,1000.0,265.266
864,C1Be2,1300.0,85.01100000000001
3327,O4V2,1800.0,177.343
1825,Cu1F1,1200.0,64.057
4542,W1,1100.0,28.017
132,B1H4Na1,298.0,86.48299999999999
2760,K2O2,1100.0,152.917
4282,O3V2,500.0,123.75
808,Be1H2O2,700.0,103.956
3843,N2O4,298.0,122.103
3217,Nb1O2,1400.0,83.052
2326,F1K1,1600.0,70.919
2055,C1K2O3,1300.0,217.066
550,Al1Cl1O1,400.0,64.308
1856,Cr1N1,500.0,49.748000000000005
657,Ba1,768.13,39.066
2020,Hf1,298.0,25.687
1372,Al1Li1O2,1900.0,114.746
1212,F2Hg1,600.0,81.17
4463,Ti1,1200.0,37.233
3417,Na2O5Si2,1147.0,292.88
4505,W1,4700.0,122.12
4159,O2.96W1,900.0,99.37
4110,O2.72W1,298.0,68.283
3265,O3W1,2900.0,128.86700000000002
1502,Be1Cl2,900.0,83.023
2732,Mg1S1,800.0,51.003
1436,Fe1I2,500.0,84.182
3727,Li2O5Si2,1100.0,240.617
3367,O2.90W1,800.0,95.981
1066,Br1Na1,1000.0,61.086000000000006
507,C0.98Nb1,500.0,45.145
1584,Fe3O4,900.0,200.832
1176,Fe0.877S1,700.0,55.56399999999999
701,Be1O4S1,1700.0,200.706
2614,Mo1S2,300.0,63.68
4138,O2.96W1,298.0,72.383
1456,Cl1Li1O4,509.0,144.34
196,Ba1H2O2,681.15,126.022
1543,F1Na1,1100.0,61.756
2736,Mg1S1,400.0,47.614
4307,O4S1Zn1,1600.0,145.185
2526,K1O2,1300.0,95.981
2546,Mo1O3,700.0,95.814
3051,O1Ti1,1600.0,70.04
461,Al1Cl4Na1,600.0,182.422
1915,Fe1S1,1300.0,66.935
3337,O4V2,800.0,155.457
4556,Zn1,700.0,29.9
2533,K1O2,600.0,90.165
3786,Mo2S3,2000.0,175.989
3199,Ca1,450.0,27.643
4125,O2.72W1,1500.0,102.006
4294,O4Pb2Si1,1100.0,190.79
4475,Ti1,300.0,25.276
1137,Cr2N1,1100.0,93.261
1826,Cu1F1,1100.0,63.764
2188,I2Zr1,1400.0,103.01
3056,O1Ti1,1200.0,62.802
1951,I2Pb1,300.0,77.613
3160,O3Ti2,2900.0,157.151
4362,P1,317.3,24.351
292,Be2O4Si1,2200.0,188.38
2024,F2Hg2,1100.0,122.334
3633,H2O2Sr1,800.0,141.628
1096,Cr2O3,800.0,124.29
1267,Br2Sr1,700.0,84.89299999999999
858,C1Be2,1900.0,91.621
2189,I2Zr1,1300.0,102.215
1391,Co1F2,1700.0,86.831
2277,H1K1O1,1000.0,78.65899999999999
4354,P1,900.0,26.485
1094,Cr2O3,1000.0,127.009
2724,Mg1S1,1600.0,54.476000000000006
875,C1Be2,298.0,43.25
2136,I2Mg1,1300.0,92.634
330,Al1,450.0,26.335
4058,O1Sr1,3000.0,69.827
4572,Zr1,1000.0,31.128
1368,Al1Li1O2,298.0,67.777
2316,Mn1,500.0,30.292
1407,Co1F2,298.0,68.90899999999999
1702,F2H1K1,1900.0,100.249
3655,I1K1,600.0,57.3
1542,F1Na1,1200.0,64.266
2917,N1Ti1,1200.0,53.718
194,Ba1H2O2,800.0,130.834
2130,K2O4S1,600.0,172.52700000000002
4329,O4Si1Zr1,2600.0,150.624
1906,Al1I3,464.15,114.614
951,Cu1F2,500.0,77.73899999999999
1755,Be3N2,2473.0,129.606
2420,Al1Na1O2,1700.0,114.751
3320,K1,350.0,38.484
208,Al1Br3,900.0,124.516
48,Al2Be1O4,2200.0,233.098
268,B1Ti1,1800.0,53.128
1487,Fe0.947O1,1000.0,56.873000000000005
134,Br2Ca1,1300.0,99.412
4229,O2Zr1,2900.0,74.475
47,Al2Be1O4,2300.0,248.548
4522,W1,3100.0,43.43
3418,Na2O5Si2,1100.0,292.88
3699,Li2O4S1,298.0,117.608
2539,Mo1O3,1300.0,123.683
270,B1Ti1,1600.0,52.861
849,C1Be2,2700.0,92.35
1920,Fe1S1,800.0,58.56
2797,Mg1O3Ti1,300.0,92.203
764,Ba1I2,500.0,81.546
3785,Mo2S3,2080.0,178.645
2757,K2O2,1400.0,170.99200000000002
312,Be2O4Si1,298.0,95.563
4174,O2Pb1,400.0,67.613
1069,Br1Na1,700.0,57.321000000000005
2955,N1V1,700.0,49.819
3897,Na2O2,1500.0,113.596
3425,Na2O5Si2,800.0,235.162
1883,I1Li1,1300.0,75.375
3747,Mg1,923.0,32.238
3726,Li2O5Si2,1200.0,245.182
3170,O3Ti2,2000.0,153.42700000000002
4527,W1,2600.0,35.246
1448,Cl1Li1O4,1300.0,188.866
2826,Li2O2,1400.0,139.905
3190,O3Ti2,298.0,95.814
1526,F1Na1,2700.0,71.128
2882,Al2Mg1O4,400.0,137.988
2351,Li2O3Si1,1474.0,165.856
1171,Fe0.877S1,1200.0,59.12
4220,O2Ti1,400.0,63.593
1268,Br2Sr1,600.0,82.676
1209,F2Hg1,900.0,87.446
235,Br2Ti1,1300.0,90.174
1572,Fe3O4,1900.0,200.832
3645,I1K1,1500.0,74.92699999999999
2155,Mg1O3Si1,1850.0,122.432
1084,Cr2O3,2000.0,138.168
1848,Cr1N1,1300.0,55.02
1532,F1Na1,2100.0,71.128
4567,Zr1,1400.0,35.806999999999995
445,B2Be3O6,1400.0,302.21
1955,I4Zr1,700.0,135.938
3020,I4Si1,298.0,108.035
3449,O5V2,1100.0,186.606
1417,Br2Fe1,700.0,89.178
3580,Cu1,1400.0,34.258
304,Be2O4Si1,1000.0,174.054
537,Al1Cl1O1,1700.0,82.435
3121,F2Mg1,800.0,78.555
2789,Mg1O3Ti1,1100.0,131.775
969,Al2O3,1700.0,134.306
2921,N1Ti1,800.0,50.618
4043,O1Pb1,1000.0,60.417
3332,O4V2,1300.0,167.33
3653,I1K1,800.0,62.639
2909,N1Ti1,2000.0,60.777
1863,Fe1H3O3,1000.0,164.85
2042,I2Sr1,700.0,88.994
1857,Cr1N1,400.0,49.078
3066,O1Ti1,298.0,39.957
3701,Li2O4S1,1000.0,223.384
447,B2Be3O6,1200.0,296.395
200,Ba1H2O2,300.0,101.797
2064,C1K2O3,500.0,140.049
4135,O2.72W1,500.0,82.927
3255,O4Pb3,1100.0,211.71
1462,Cl2Cu1,1200.0,83.60700000000001
2552,C1Na2O3,298.0,111.003
115,B1H4Na1,1900.0,133.679
3923,Na2S1,1200.0,159.494
3218,Nb1O2,1300.0,83.052
2134,K2O4S1,298.0,131.319
61,Al2Be1O4,1000.0,174.2
2538,Mo1O3,1400.0,128.779
4414,S1,298.0,22.698
619,Al1F6Li3,1500.0,357.732
2723,Mg1S1,1700.0,54.91
1205,F2Hg1,1200.0,93.722
4579,Zr1,400.0,25.935
1185,Cl1Na1,1300.0,75.145
1004,B1N1,1500.0,48.702
2286,H1K1O1,400.0,71.672
3858,N4Si3,1800.0,183.452
2002,Hf1,1800.0,37.868
1555,H3O4P1,700.0,227.777
869,C1Be2,800.0,64.706
3895,Na2O2,1700.0,113.596
3168,O3Ti2,2115.0,153.953
1401,Co1F2,800.0,82.902
798,C1K1N1,800.0,66.471
1175,Fe0.877S1,800.0,53.848
3451,O5V2,943.0,182.004
3088,Nb1O1,2100.0,61.526
146,Br2Ca1,298.0,75.04
4172,O2Pb1,600.0,74.517
535,Al1Cl1O1,1900.0,82.77
249,B1Ti1,3700.0,55.672
2466,N0.465V1,3100.0,64.141
527,Al1Cl1O1,2700.0,83.052
229,Br3Zr1,600.0,104.6
1995,Hf1,2400.0,42.073
1129,Cr2N1,1900.0,114.767
3228,Nb1O2,700.0,75.555
4064,O1Sr1,2500.0,66.551
4070,O1Sr1,1900.0,62.559
4518,W1,3500.0,56.484
3579,Cu1,1500.0,36.425
1753,Be3N2,2600.0,129.639
757,Ba1I2,1000.0,112.968
2323,F1K1,1900.0,71.128
939,Cu1F2,1600.0,94.433
2465,N0.465V1,3200.0,65.01899999999999
3575,Cu1,1900.0,45.095
129,B1H4Na1,500.0,101.797
1896,Al1I3,1400.0,129.501
996,B1N1,2300.0,48.953
4260,O3V2,2600.0,189.978
1629,H1Na1,1100.0,60.668
1823,Cu1F1,1400.0,64.378
2273,H1K1O1,1400.0,78.65899999999999
4500,V1,450.0,26.61
2311,Mn1,980.0,37.572
1488,Fe0.947O1,900.0,55.969
1538,F1Na1,1500.0,70.626
1026,Co1O4S1,1000.0,158.113
1912,Fe1S1,1500.0,77.10600000000001
3597,F1Li1,2300.0,76.248
443,B2Be3O6,1600.0,306.72900000000004
4061,O1Sr1,2800.0,68.517
2043,I2Sr1,600.0,86.274
4504,V1,298.0,24.896
1697,H1Li1,600.0,46.38
2601,Mo1S2,1600.0,83.262
2407,Al1Na1O2,298.0,73.638
1207,F2Hg1,1000.0,89.538
1031,Co1O4S1,700.0,147.27700000000002
3001,Na2O1,1500.0,100.868
2249,H1K1,300.0,38.074
1038,Cu1O1,1800.0,61.726000000000006
20,Be1I2,800.0,86.366
1276,Cl2Hg2,1000.0,120.667
960,Al2O3,2500.0,140.20600000000002
2547,Mo1O3,600.0,91.776
4424,S1Sr1,2000.0,61.505
1545,F1Na1,900.0,57.492
4336,O4Si1Zr1,1900.0,150.624
1295,Fe1O1,1000.0,59.371
3045,O1Ti1,2200.0,80.668
1558,H3O4P1,400.0,136.9
1564,Fe3O4,2700.0,200.832
4560,Zn1,450.0,26.843000000000004
4046,O1Pb1,762.0,57.43
1712,F2H1K1,900.0,100.249
2419,Al1Na1O2,1800.0,116.491
1169,Fe0.877S1,1400.0,67.195
3329,O4V2,1600.0,173.42700000000002
4231,O2Zr1,2700.0,74.475
294,Be2O4Si1,2000.0,186.606
658,Ba1,700.0,42.363
4353,P1,298.0,23.825
1013,B1N1,600.0,35.229
350,B1H3O3,1200.0,173.218
2352,Li2O3Si1,1400.0,163.942
3873,N4Si3,300.0,99.788
2123,Ca1S1,300.0,47.447
3006,Na2O1,1243.15,98.142
1202,F2Hg1,1500.0,99.998
938,Cu1F2,1700.0,94.558
3366,O2.90W1,900.0,97.655
1648,Cl1Na1O4,600.0,160.247
2740,Cu2O5S1,1400.0,230.329
2096,Ca1S1,298.0,47.442
2305,Mn1,1361.0,43.095
1550,F1Na1,400.0,49.597
1824,Cu1F1,1300.0,64.266
2279,H1K1O1,800.0,78.65899999999999
1690,H1Li1,1200.0,78.68
4564,Zn1,298.0,25.387
848,C1Be2,2800.0,92.443
1018,Co1O4S1,1800.0,171.921
2044,I2Sr1,500.0,83.51299999999999
416,Al1F6Na3,700.0,276.822
1483,Fe0.947O1,1400.0,60.358
1899,Al1I3,1100.0,128.875
1465,Cl2Cu1,900.0,81.655
2780,Mg1O3Ti1,1953.0,143.94899999999998
1820,Cu1F1,1700.0,64.434
4555,Zn1,800.0,31.284
2695,Na2O3Si1,900.0,164.84099999999998
411,Al1F6Na3,1100.0,332.461
1102,Cr2O3,305.0,126.775
1861,Fe1H3O3,1200.0,171.12599999999998
738,Ba1F2,300.0,72.304
578,Be1F4Li2,400.0,150.457
2244,H1K1,800.0,56.819
2743,Cu2O5S1,1100.0,217.15
1984,H4I1N1,1200.0,146.44
1950,I2Pb1,400.0,78.85600000000001
1394,Co1F2,1400.0,85.839
2528,K1O2,1100.0,95.395
1281,Cl2Hg2,500.0,109.328
2482,N0.465V1,1500.0,48.455
274,B1Ti1,1200.0,52.325
737,Ba1F2,400.0,75.94
1331,Co1,350.0,25.682
3262,O4Pb3,400.0,173.05
2796,Mg1O3Ti1,400.0,105.244
425,Ca1H2O2,500.0,103.931
451,B2Be3O6,800.0,264.805
1008,B1N1,1100.0,45.815
1978,H4I1N1,1800.0,157.144
410,Al1F6Na3,298.0,215.727
3722,Li2O5Si2,1307.0,248.417
290,Be2O4Si1,2400.0,190.154
1012,B1N1,700.0,38.074
4486,V1,1800.0,38.2
593,Br1H4N1,1000.0,146.02200000000002
3877,N5P3,1200.0,269.868
4333,O4Si1Zr1,2200.0,150.624
1592,H1Na1O1,1400.0,86.023
4423,S1Sr1,2100.0,62.028
198,Ba1H2O2,500.0,118.658
786,C1K1N1,1900.0,66.905
4303,O4S1Zn1,298.0,99.035
3093,Nb1O1,1600.0,57.024
2473,N0.465V1,2400.0,57.907
3368,O2.90W1,700.0,93.931
3644,I1K1,1600.0,75.145
4464,Ti1,1166.0,36.175
748,Ba1I2,1900.0,112.968
1070,Br1Na1,600.0,56.066
2572,C1Na2O3,300.0,111.253
2759,K2O2,1200.0,158.959
68,Al2Be1O4,300.0,105.94
954,Cu1F2,298.0,65.55199999999999
1375,Al1Li1O2,1600.0,110.813
203,Al1Br3,1400.0,124.934
362,Br3Ti1,1200.0,165.111
4559,Zn1,500.0,27.386
2056,C1K2O3,1200.0,207.695
214,Al1Br3,370.6,113.078
1001,B1N1,1800.0,48.953
3125,F2Mg1,400.0,68.484
32,Be1F3Li1,700.0,142.256
1929,Fe1S1,300.0,50.67100000000001
1204,F2Hg1,1300.0,95.814
355,B1H3O3,700.0,137.915
4468,Ti1,800.0,29.472
1992,H4I1N1,400.0,88.99799999999999
3191,Ca1,298.0,25.929
3716,Li2O5Si2,1900.0,262.075
2737,Mg1S1,300.0,45.647
4277,O3V2,1000.0,137.957
2820,I3Ti1,300.0,116.784
1063,Br1Na1,1200.0,63.597
1145,Cr2N1,300.0,66.191
2947,N1V1,1500.0,59.091
1874,I1Li1,2200.0,76.191
240,Br2Ti1,800.0,84.441
2025,F2Hg2,1000.0,120.748
1834,Cu1F1,300.0,51.965
4116,O2.72W1,2400.0,113.303
2520,Mg2O4Ti1,600.0,163.686
3755,Mg1,350.0,25.568
4170,O2Pb1,800.0,77.571
4442,S1Sr1,298.0,48.702
1796,Fe1,800.0,37.949
1104,Cr2O3,298.0,120.366
4311,O4S1Zn1,1200.0,145.185
4144,O2.96W1,2400.0,118.324
3082,Nb1O1,2600.0,65.982
1597,H1Na1O1,900.0,86.023
945,Cu1F2,1100.0,91.588
631,Al1F6Li3,800.0,284.512
1177,Fe0.877S1,600.0,58.11600000000001
2916,N1Ti1,1300.0,54.538
1314,Co1,1500.0,39.748000000000005
2165,Mg1O3Si1,1100.0,120.34
4547,W1,600.0,25.79
2766,K2O2,500.0,115.478
1421,Br2Fe1,500.0,84.726
3434,O5Ti3,1200.0,220.497
2812,I3Ti1,1100.0,122.608
431,B2Be3O6,2800.0,330.829
3384,Ca1Cl2,1045.0,87.09
349,B1H3O3,1300.0,177.653
4024,Ni3S4,400.0,179.43900000000002
2240,H1K1,1200.0,61.923
2115,Ca1S1,1100.0,54.586000000000006
871,C1Be2,600.0,51.89
1309,Co1,1900.0,37.656
4334,O4Si1Zr1,2100.0,150.624
141,Br2Ca1,700.0,81.63
3878,N5P3,1100.0,267.888
1888,I1Li1,800.0,66.107
499,C0.98Nb1,1300.0,53.932
295,Be2O4Si1,1900.0,185.686
3222,Nb1O2,1100.0,92.885
96,B2Mg1,600.0,61.379
1574,Fe3O4,1700.0,200.832
3167,O3Ti2,2200.0,154.306
2930,N1V1,3200.0,74.475
638,Al1F6Li3,300.0,203.133
2319,Mn1,350.0,27.516
2358,Li2O3Si1,800.0,144.43200000000002
2862,Al2Mg1O4,2400.0,231.488
2359,Li2O3Si1,700.0,139.649
2818,I3Ti1,500.0,118.24
1485,Fe0.947O1,1200.0,58.63
3740,Mg1,1600.0,47.013000000000005
2486,N0.465V1,1100.0,43.627
2569,C1Na2O3,600.0,163.30200000000002
227,Br3Zr1,800.0,105.437
2503,Mg2O4Ti1,2200.0,224.752
2161,Mg1O3Si1,1300.0,122.432
453,B2Be3O6,600.0,226.605
975,Al2O3,1100.0,126.608
233,Br3Zr1,298.0,99.483
4074,O1Sr1,1500.0,59.81
3323,O4V2,2100.0,183.092
2014,Hf1,600.0,28.583
1759,Be3N2,2100.0,129.49
1201,F2Hg1,1600.0,102.09
3844,N2O4,400.0,153.636
1131,Cr2N1,1700.0,109.788
3183,O3Ti2,700.0,140.33100000000002
2308,Mn1,1100.0,38.116
4551,W1,350.0,24.644
807,Be1H2O2,800.0,107.495
1315,Co1,1400.0,44.225
1903,Al1I3,700.0,125.063
2060,C1K2O3,900.0,179.515
3086,Nb1O1,2210.0,62.501000000000005
4147,O2.96W1,2100.0,114.558
4349,O4Si1Zr1,600.0,133.679
1989,H4I1N1,700.0,110.458
3049,O1Ti1,1800.0,73.597
2803,Na2S2,600.0,115.445
130,B1H4Na1,400.0,94.558
3119,F2Mg1,1000.0,80.49600000000001
653,Ba1,1000.0,39.066
307,Be2O4Si1,700.0,158.866
1626,H1Na1,1400.0,63.021
678,Br4Ti1,311.4,133.779
2541,Mo1O3,1100.0,113.792
1313,Co1,1600.0,38.284
2099,Ca1S1,2700.0,60.668
3546,Br2Mo1,1500.0,92.257
2720,Mg1S1,2000.0,56.024
656,Ba1,768.13,48.103
1153,Cl1Li1,1300.0,70.452
3324,O4V2,2000.0,181.192
1061,Br1Na1,1400.0,66.107
2515,Mg2O4Ti1,1100.0,187.778
103,Be1F2,1000.0,80.835
4498,V1,600.0,27.489
1741,Hg1O1,900.0,58.626000000000005
826,Al1H4Li1,1800.0,123.247
2568,C1Na2O3,700.0,187.569
4152,O2.96W1,1600.0,108.282
2059,C1K2O3,1000.0,188.949
800,C1K1N1,600.0,66.392
742,Ba1I2,2500.0,112.968
3614,F1Li1,700.0,53.723
124,B1H4Na1,1000.0,127.445
2131,K2O4S1,500.0,160.733
4552,W1,300.0,24.313
567,Be1F4Li2,1400.0,299.55400000000003
723,Ba1F2,1480.0,107.104
667,Br4Ti1,1400.0,133.779
251,B1Ti1,3500.0,55.405
717,Ba1F2,1900.0,107.654
452,B2Be3O6,700.0,247.567
3883,N5P3,600.0,234.304
1274,Cl2Hg2,1200.0,123.846
3611,F1Li1,1000.0,59.58
1689,H1Li1,1300.0,83.994
4562,Zn1,350.0,25.889
2287,H1K1O1,300.0,65.01100000000001
2924,N1Ti1,500.0,47.057
961,Al2O3,2400.0,139.453
1191,Cl1Na1,800.0,59.312
3741,Mg1,1500.0,44.238
2029,F2Hg2,600.0,111.671
2198,I2Zr1,500.0,95.855
1846,Cr1N1,1500.0,56.379
4230,O2Zr1,2800.0,74.475
1770,Be3N2,1000.0,123.612
3128,Nb1,3000.0,50.41
1742,Hg1O1,800.0,57.50899999999999
3860,N4Si3,1600.0,180.548
789,C1K1N1,1600.0,66.78699999999999
1549,F1Na1,500.0,51.262
2408,Al1Na1O2,2900.0,129.243
2865,Al2Mg1O4,2100.0,220.622
1052,Cu1O1,400.0,46.806
1093,Cr2O3,1100.0,128.202
4223,O2Zr1,3400.0,74.475
2341,Li2O3Si1,2400.0,186.461
794,C1K1N1,1100.0,66.59
3259,O4Pb3,700.0,194.974
1471,Cl2Cu1,300.0,71.923
4481,V1,2200.0,44.32899999999999
4447,Sr1,1000.0,34.139
3855,N4Si3,2100.0,185.78
3848,N4Si3,2800.0,187.818
1463,Cl2Cu1,1100.0,83.001
1300,Fe1O1,500.0,53.388000000000005
1051,Cu1O1,500.0,49.261
1767,Be3N2,1300.0,127.926
3352,O2.90W1,2300.0,115.604
2363,Li2O3Si1,300.0,101.01
104,Be1F2,900.0,77.488
3351,O2.90W1,2400.0,116.859
3341,O4V2,400.0,135.281
432,B2Be3O6,2700.0,328.904
704,Be1O4S1,1400.0,196.581
102,Be1F2,1100.0,84.182
1489,Fe0.947O1,800.0,55.041
2699,Na2O3Si1,500.0,138.716
285,Be2O4Si1,2900.0,194.58900000000003
4286,O4Pb2Si1,1900.0,201.292
2282,H1K1O1,600.0,78.65899999999999
2984,Ni1S1,1200.0,68.743
1571,Fe3O4,2000.0,200.832
1686,Cu1O4S1,300.0,99.286
2792,Mg1O3Ti1,800.0,125.382
3044,O1Ti1,2300.0,82.46700000000001
3285,O3W1,1050.0,102.508
4050,O1Pb1,400.0,50.375
1293,Fe1O1,1200.0,61.086000000000006
1893,I1Li1,300.0,50.187
1458,Cl1Li1O4,400.0,129.704
3448,O5V2,1200.0,189.535
2791,Mg1O3Ti1,900.0,127.846
449,B2Be3O6,1000.0,286.269
3603,F1Li1,0.0,70.54899999999999
1947,I2Pb1,683.0,87.78
1415,Br2Fe1,900.0,93.63
4130,O2.72W1,1000.0,95.019
4478,V1,2500.0,50.103
2519,Mg2O4Ti1,700.0,169.582
838,Al1H4Li1,600.0,106.901
3725,Li2O5Si2,1209.0,245.55900000000003
3595,F1Li1,298.0,41.815
3423,Na2O5Si2,951.0,242.316
995,B1N1,2400.0,48.953
2298,Mn1,1600.0,46.803
997,B1N1,2200.0,48.953
539,Al1Cl1O1,1500.0,81.961
1600,H1Na1O1,600.0,86.023
122,B1H4Na1,1200.0,131.754
3639,H2O2Sr1,300.0,75.145
998,B1N1,2100.0,48.953
4134,O2.72W1,600.0,86.985
731,Ba1F2,1000.0,94.558
1284,Cl2Hg2,298.0,101.968
4545,W1,800.0,26.669
1151,Cl1Li1,1500.0,74.598
3359,O2.90W1,1600.0,106.818
4302,O4Pb2Si1,300.0,137.235
4352,O4Si1Zr1,300.0,99.119
1687,Cu1O4S1,298.0,98.868
828,Al1H4Li1,1600.0,122.173
40,Al1Cl4K1,800.0,196.648
4335,O4Si1Zr1,2000.0,150.624
3141,Nb1,1800.0,31.903
463,Al1Cl4Na1,400.0,164.808
1798,Fe1,600.0,32.049
3015,Na2O1,600.0,85.709
2991,Ni1S1,652.0,53.152
59,Al2Be1O4,1200.0,179.48
2430,Al1Na1O2,740.0,99.788
3931,Na2S1,400.0,84.30799999999999
4157,O2.96W1,1100.0,102.215
4327,O4Si1Zr1,2800.0,150.624
3720,Li2O5Si2,1500.0,254.868
4328,O4Si1Zr1,2700.0,150.624
3371,O2.90W1,400.0,80.333
337,Br2Hg2,1100.0,122.539
4154,O2.96W1,1400.0,106.106
1718,F2H1K1,469.85,92.45
1140,Cr2N1,800.0,84.977
3282,O3W1,1300.0,102.238
790,C1K1N1,1500.0,66.747
1474,Fe0.947O1,2300.0,64.601
1186,Cl1Na1,1200.0,71.965
1043,Cu1O1,1300.0,57.8
1885,I1Li1,1100.0,73.53399999999999
1384,Al1Li1O2,700.0,95.751
3442,O5Ti3,450.0,189.954
1895,Al1I3,298.0,98.91
861,C1Be2,1600.0,90.023
3613,F1Li1,800.0,55.731
125,B1H4Na1,900.0,124.265
592,Br1H4N1,1100.0,154.102
1067,Br1Na1,900.0,59.831
3443,O5Ti3,400.0,182.841
4525,W1,2800.0,37.447
844,C1Be2,3200.0,92.786
727,Ba1F2,1240.0,194.914
1020,Co1O4S1,1600.0,169.075
4485,V1,1900.0,39.539
3555,Br2Mo1,600.0,82.84299999999999
3207,Nb1O2,2300.0,83.052
2150,Mg1O3Si1,2300.0,122.432
1716,F2H1K1,511.95,100.249
822,Cs1,300.0,32.355
946,Cu1F2,1000.0,90.374
1802,Fe1,350.0,26.287
1049,Cu1O1,700.0,52.24
749,Ba1I2,1800.0,112.968
1277,Cl2Hg2,900.0,118.826
1921,Fe1S1,700.0,59.808
2093,H2O4W1,400.0,129.704
2469,N0.465V1,2800.0,61.505
414,Al1F6Na3,836.0,295.809
1413,Br2Fe1,1000.0,95.855
1124,Cr2N1,2400.0,127.277
195,Ba1H2O2,700.0,126.775
1720,F2H1K1,400.0,86.065
39,Al1Cl4K1,900.0,199.995
4120,O2.72W1,2000.0,108.282
2835,Li2O2,500.0,90.793
1380,Al1Li1O2,1100.0,103.654
2821,Li2O2,1900.0,163.628
2304,Mn1,1361.0,39.204
26,Be1I2,300.0,69.128
4473,Ti1,400.0,26.862
2926,N1Ti1,300.0,37.238
2285,H1K1O1,500.0,79.58
1434,Fe1I2,650.0,87.86399999999999
3932,Na2S1,0.0,82.84299999999999
3340,O4V2,500.0,143.269
2139,I2Mg1,1000.0,88.994
117,B1H4Na1,1700.0,133.511
2089,H2O4W1,800.0,176.565
1197,Cl1Na1,298.0,50.50899999999999
4418,S1Sr1,2600.0,64.643
1897,Al1I3,1300.0,129.319
2701,Na2O3Si1,300.0,112.395
3096,Nb1O1,1300.0,54.287
964,Al2O3,2200.0,138.03
3917,Na2S1,1500.0,133.888
4285,O4Pb2Si1,298.0,136.984
2306,Mn1,1300.0,38.953
4389,Pb1S1,1100.0,57.153
4227,O2Zr1,3000.0,74.475
2350,Li2O3Si1,1500.0,166.523
2770,Mg1O3Ti1,2900.0,158.30200000000002
4530,W1,2300.0,33.736
4160,O2.96W1,800.0,97.404
1085,Cr2O3,1900.0,136.88
3719,Li2O5Si2,1600.0,257.73400000000004
2114,Ca1S1,1200.0,55.02
716,Ba1F2,298.0,72.204
1476,Fe0.947O1,2100.0,64.238
52,Al2Be1O4,1900.0,201.57
1319,Co1,1200.0,43.221
549,Al1Cl1O1,500.0,69.203
594,Br1H4N1,900.0,136.817
979,Al2O3,700.0,116.926
1080,Cr2O3,2400.0,141.733
1159,Cl1Li1,800.0,59.93600000000001
1924,Fe1S1,598.0,62.085
3543,Br2Mo1,298.0,79.684
2943,N1V1,1900.0,62.969
3609,F1Li1,1121.3,61.883
2822,Li2O2,1800.0,159.005
3549,Br2Mo1,1200.0,89.119
2561,C1Na2O3,1123.15,195.101
2959,N1V1,300.0,38.2
2605,Mo1S2,1200.0,79.998
2804,Na2S2,500.0,109.872
2570,C1Na2O3,500.0,142.214
1079,Cr2O3,2500.0,142.628
256,B1Ti1,3000.0,54.735
4348,O4Si1Zr1,700.0,138.825
2875,Al2Mg1O4,1100.0,182.853
1479,Fe0.947O1,1800.0,63.304
97,B2Mg1,500.0,58.409
762,Ba1I2,700.0,85.521
698,Be1O4S1,2000.0,200.832
3233,Nb1O2,298.0,57.452
597,Br1H4N1,600.0,102.424
1801,Fe1,400.0,27.386
2132,K2O4S1,400.0,147.649
4534,W1,1900.0,31.765
2600,Mo1S2,1700.0,84.057
3224,Nb1O2,1090.0,92.885
621,Al1F6Li3,1300.0,336.81199999999995
1162,Cl1Li1,500.0,53.342
3186,O3Ti2,470.01,141.716
1694,H1Li1,900.0,62.676
2009,Hf1,1100.0,32.759
2058,C1K2O3,1100.0,198.321
87,B2Mg1,1500.0,83.64299999999999
1396,Co1F2,1300.0,85.475
2092,H2O4W1,500.0,146.44
4521,W1,3200.0,46.024
2116,Ca1S1,1000.0,54.099
